charger_id,timestamp,voltage,temperature,session_duration,error_code,charger_condition,days_since_maintenance,location,weather,failed
384,2026-04-03,232.5,64.7,17,0,L,11,Lahore,Hot,1
385,2026-03-29,231.0,50.8,34,0,L,180,Islamabad,Hot,0
386,2026-04-01,234.5,50.8,46,2,H,137,Lahore,Hot,0
387,2026-03-27,230.5,50.8,100,2,H,81,Islamabad,Hot,1
388,2026-04-07,236.5,65.9,23,1,M,157,Lahore,Clear,0
389,2026-03-22,229.5,51.4,12,1,M,59,Karachi,Hot,0
390,2026-03-28,229.2,49.6,30,1,M,48,Karachi,Humid,0
391,2026-04-11,233.2,64.1,13,1,M,111,Lahore,Humid,1
392,2026-03-25,233.0,62.3,17,2,H,130,Islamabad,Hot,1
393,2026-03-20,221.2,22.4,100,0,L,149,Karachi,Humid,1
394,2026-04-13,231.2,63.5,13,0,L,148,Karachi,Rain,1
395,2026-04-07,236.2,54.5,100,1,M,143,Karachi,Clear,1
396,2026-04-08,232.2,64.7,15,1,M,6,Lahore,Clear,1
397,2026-04-12,231.2,50.8,47,1,M,180,Lahore,Hot,1
398,2026-03-15,238.2,71.4,17,0,L,180,Islamabad,Hot,1
399,2026-04-08,231.5,60.5,45,0,L,157,Islamabad,Rain,0
400,2026-03-16,227.2,38.1,38,0,L,162,Islamabad,Hot,0
401,2026-04-13,232.5,43.6,54,0,L,180,Lahore,Humid,1
402,2026-03-27,229.8,39.9,25,2,H,16,Lahore,Rain,0
403,2026-03-15,225.0,27.9,19,2,H,100,Islamabad,Humid,1
404,2026-04-07,231.8,64.7,11,2,H,20,Islamabad,Clear,1
405,2026-04-07,225.5,36.9,56,1,M,176,Lahore,Humid,0
406,2026-04-10,233.5,65.9,35,0,L,135,Islamabad,Clear,0
407,2026-03-18,230.0,41.2,26,1,M,141,Karachi,Humid,0
408,2026-04-07,235.0,52.0,34,2,H,92,Lahore,Clear,0
409,2026-04-06,234.0,67.1,14,0,L,172,Islamabad,Hot,1
410,2026-04-12,236.8,65.9,18,0,L,160,Lahore,Humid,0
411,2026-03-16,227.0,31.5,100,2,H,166,Karachi,Clear,0
412,2026-04-04,236.2,54.5,43,1,M,69,Lahore,Humid,0
413,2026-04-13,233.2,62.9,14,0,L,180,Lahore,Rain,1
414,2026-04-09,235.5,69.0,34,2,H,180,Lahore,Hot,0
415,2026-04-03,233.0,62.3,17,2,H,130,Lahore,Clear,1
416,2026-03-30,238.8,72.6,10,2,H,161,Karachi,Rain,1
417,2026-03-17,230.5,52.6,21,0,L,155,Lahore,Humid,0
418,2026-03-31,233.8,51.4,35,1,M,180,Lahore,Rain,0
419,2026-03-19,230.5,41.2,24,2,H,40,Islamabad,Humid,1
420,2026-04-09,229.2,52.0,18,2,H,180,Lahore,Hot,1
421,2026-03-22,236.2,54.5,100,1,M,143,Islamabad,Rain,1
422,2026-03-26,232.8,59.3,53,0,L,56,Karachi,Hot,0
423,2026-04-08,229.8,41.2,37,1,M,149,Karachi,Clear,0
424,2026-04-06,228.2,41.2,30,2,H,147,Karachi,Humid,0
425,2026-03-26,230.5,50.8,100,2,H,81,Karachi,Humid,1
426,2026-04-10,226.2,38.7,79,2,H,180,Islamabad,Hot,0
427,2026-03-15,234.8,62.9,34,2,H,70,Lahore,Hot,0
428,2026-03-15,233.0,54.5,25,0,L,35,Karachi,Clear,0
429,2026-03-29,230.5,51.4,20,2,H,180,Lahore,Rain,1
430,2026-03-31,231.8,64.7,11,2,H,20,Islamabad,Humid,1
431,2026-03-16,231.0,58.1,16,0,L,70,Islamabad,Humid,1
432,2026-03-31,232.0,64.1,34,1,M,180,Islamabad,Clear,0
433,2026-04-03,233.2,52.6,40,0,L,174,Karachi,Clear,0
434,2026-04-09,226.5,43.0,31,1,M,125,Lahore,Hot,0
435,2026-03-23,234.8,61.7,34,2,H,41,Lahore,Hot,0
436,2026-03-26,236.8,71.4,40,1,M,180,Lahore,Rain,0
437,2026-03-18,227.8,32.7,13,1,M,180,Islamabad,Clear,1
438,2026-03-27,230.2,51.4,18,0,L,180,Karachi,Rain,1
439,2026-03-18,237.2,70.8,26,0,L,180,Islamabad,Clear,0
440,2026-03-21,234.8,64.1,10,1,M,180,Islamabad,Humid,1
441,2026-03-28,234.2,48.4,49,1,M,180,Lahore,Clear,1
442,2026-04-10,229.0,46.6,20,1,M,180,Islamabad,Clear,1
443,2026-03-23,235.5,70.8,13,2,H,66,Lahore,Humid,1
444,2026-04-06,237.5,70.8,16,0,L,180,Karachi,Clear,1
445,2026-03-15,239.5,74.4,100,0,L,21,Lahore,Rain,0
446,2026-03-15,233.5,64.7,10,1,M,125,Karachi,Hot,1
447,2026-04-03,236.5,64.1,25,1,M,180,Lahore,Hot,1
448,2026-03-18,231.8,59.9,17,1,M,73,Islamabad,Rain,1
449,2026-03-15,229.8,49.0,44,0,L,53,Islamabad,Humid,0
451,2026-04-05,229.2,37.5,20,0,L,79,Karachi,Rain,0
452,2026-03-24,233.0,62.3,17,2,H,130,Karachi,Hot,1
453,2026-03-16,225.2,30.3,19,0,L,180,Lahore,Hot,1
454,2026-04-10,227.0,31.5,28,2,H,180,Lahore,Rain,0
455,2026-04-04,227.8,41.2,32,0,L,55,Karachi,Hot,0
456,2026-04-07,232.0,58.1,61,0,L,40,Islamabad,Rain,0
457,2026-03-29,232.8,60.5,18,0,L,180,Lahore,Hot,1
458,2026-03-17,227.8,39.9,37,2,H,36,Lahore,Rain,0
459,2026-04-08,230.0,38.7,38,0,L,150,Lahore,Clear,0
460,2026-04-06,225.8,36.9,23,0,L,61,Karachi,Clear,0
461,2026-03-23,226.0,32.1,28,2,H,2,Karachi,Clear,0
462,2026-03-31,238.8,72.6,10,2,H,161,Karachi,Clear,1
463,2026-04-04,225.0,36.9,32,0,L,80,Karachi,Hot,0
464,2026-04-11,221.2,22.4,96,2,H,105,Karachi,Humid,0
465,2026-03-27,230.0,39.9,26,2,H,66,Islamabad,Rain,0
466,2026-03-17,233.0,62.3,17,2,H,130,Islamabad,Humid,1
467,2026-03-18,234.5,64.1,43,2,H,180,Karachi,Hot,1
468,2026-03-18,231.8,59.9,10,0,L,22,Lahore,Hot,1
469,2026-03-25,230.2,51.4,17,1,M,143,Karachi,Humid,0
470,2026-04-11,230.2,51.4,24,0,L,180,Islamabad,Humid,0
471,2026-03-21,233.0,57.5,100,0,L,15,Islamabad,Hot,1
472,2026-04-09,225.0,28.5,32,0,L,82,Lahore,Hot,0
473,2026-03-25,230.0,60.5,19,1,M,142,Islamabad,Rain,1
474,2026-04-07,231.2,52.6,16,2,H,180,Karachi,Clear,1
475,2026-03-25,228.2,41.8,40,0,L,180,Lahore,Clear,0
476,2026-03-24,223.8,26.0,12,1,M,24,Karachi,Rain,1
477,2026-03-19,234.5,52.0,10,2,H,24,Karachi,Humid,0
478,2026-03-27,231.8,64.7,11,2,H,20,Lahore,Hot,1
479,2026-04-12,227.5,36.3,29,1,M,96,Karachi,Humid,0
480,2026-03-26,231.8,57.5,100,1,M,21,Islamabad,Clear,1
481,2026-03-24,231.8,42.4,17,0,L,180,Karachi,Clear,1
482,2026-03-21,224.5,29.1,28,0,L,107,Lahore,Humid,0
483,2026-04-02,227.2,43.6,10,0,L,76,Lahore,Clear,1
484,2026-04-02,234.2,62.3,28,1,M,59,Lahore,Hot,0
485,2026-04-02,232.5,56.9,79,0,L,19,Karachi,Rain,0
486,2026-03-26,229.5,48.4,53,2,H,82,Lahore,Humid,0
487,2026-04-03,236.5,64.1,25,1,M,180,Lahore,Hot,1
488,2026-04-05,227.0,44.2,29,0,L,78,Karachi,Hot,0
489,2026-03-29,237.5,70.8,13,0,L,161,Islamabad,Clear,0
490,2026-03-19,234.0,67.1,14,0,L,172,Karachi,Hot,1
491,2026-04-07,232.2,43.0,62,0,L,173,Lahore,Humid,0
492,2026-04-13,230.5,41.2,24,2,H,40,Lahore,Hot,1
493,2026-03-28,225.5,35.1,40,2,H,13,Karachi,Rain,0
494,2026-03-26,236.2,70.2,17,2,H,112,Islamabad,Hot,1
495,2026-04-12,235.2,62.3,37,0,L,59,Lahore,Hot,0
496,2026-04-04,237.8,70.2,100,1,M,26,Lahore,Rain,1
497,2026-03-25,225.8,29.1,25,2,H,24,Lahore,Hot,0
498,2026-04-11,226.5,32.7,28,0,L,180,Karachi,Hot,1
499,2026-03-19,231.0,56.3,10,0,L,180,Lahore,Clear,1
500,2026-03-30,224.8,36.9,34,2,H,84,Islamabad,Humid,0
501,2026-04-13,235.0,52.6,90,1,M,180,Lahore,Clear,1
502,2026-04-09,234.2,69.0,11,1,M,44,Lahore,Humid,1
503,2026-04-01,232.2,53.2,26,2,H,136,Islamabad,Rain,0
504,2026-03-26,236.8,66.5,43,2,H,168,Lahore,Rain,0
505,2026-04-10,233.2,56.3,38,0,L,180,Karachi,Rain,0
506,2026-04-10,230.2,49.6,32,0,L,175,Karachi,Humid,0
507,2026-03-19,232.5,61.1,16,1,M,180,Karachi,Humid,1
508,2026-03-30,233.0,62.3,17,2,H,130,Islamabad,Humid,1
509,2026-03-26,237.0,71.4,42,0,L,142,Lahore,Rain,0
510,2026-04-06,230.2,35.7,14,0,L,31,Karachi,Humid,1
511,2026-03-16,237.0,65.9,73,1,M,17,Islamabad,Hot,0
512,2026-04-13,235.2,51.4,32,0,L,180,Lahore,Clear,1
513,2026-04-12,229.8,52.0,69,2,H,133,Islamabad,Rain,0
514,2026-03-20,237.8,69.6,20,2,H,84,Karachi,Clear,0
515,2026-04-06,221.5,23.0,10,1,M,89,Karachi,Hot,1
516,2026-04-04,230.8,56.3,39,1,M,180,Karachi,Humid,0
517,2026-04-08,232.2,64.7,15,1,M,6,Islamabad,Clear,1
518,2026-04-13,233.5,51.4,10,1,M,180,Islamabad,Hot,1
519,2026-03-18,232.2,52.6,41,1,M,108,Karachi,Hot,0
520,2026-04-13,227.0,41.2,16,2,H,85,Islamabad,Clear,0
521,2026-04-13,225.0,27.9,46,2,H,91,Karachi,Rain,0
522,2026-03-27,237.8,70.2,100,1,M,26,Karachi,Clear,1
523,2026-03-24,227.8,33.3,28,0,L,127,Lahore,Rain,0
524,2026-03-31,232.5,44.2,17,1,M,180,Islamabad,Humid,0
525,2026-03-28,233.0,58.1,37,1,M,139,Karachi,Rain,0
526,2026-04-07,240.0,73.8,91,1,M,139,Karachi,Humid,0
527,2026-03-29,231.0,58.1,13,0,L,77,Islamabad,Clear,1
528,2026-03-22,229.5,48.4,58,2,H,70,Lahore,Humid,0
529,2026-04-06,232.0,43.0,13,0,L,58,Lahore,Hot,0
530,2026-04-07,229.8,52.6,28,1,M,87,Karachi,Humid,0
531,2026-04-01,233.0,62.3,18,0,L,34,Islamabad,Rain,1
532,2026-03-17,233.0,57.5,32,2,H,124,Lahore,Rain,0
533,2026-04-08,225.8,37.5,34,0,L,179,Islamabad,Rain,0
534,2026-03-31,230.5,41.2,24,2,H,40,Islamabad,Humid,1
535,2026-04-07,233.8,66.5,41,1,M,180,Karachi,Rain,0
536,2026-04-07,235.5,70.8,13,2,H,66,Lahore,Rain,1
537,2026-03-21,226.0,29.1,29,2,H,180,Karachi,Hot,0
538,2026-03-27,235.8,63.5,37,0,L,180,Lahore,Humid,0
539,2026-04-13,230.8,52.0,11,0,L,93,Lahore,Hot,0
540,2026-04-10,233.0,62.3,17,2,H,130,Lahore,Rain,1
541,2026-03-30,228.0,41.2,26,2,H,180,Lahore,Rain,0
542,2026-03-19,229.8,40.5,22,1,M,32,Lahore,Rain,0
543,2026-03-18,231.2,52.6,16,2,H,180,Islamabad,Humid,1
544,2026-04-09,232.5,61.1,16,1,M,180,Karachi,Clear,1
545,2026-03-24,227.5,41.8,16,2,H,79,Islamabad,Rain,0
546,2026-03-27,230.5,50.2,19,2,H,180,Lahore,Rain,1
547,2026-03-24,229.8,39.3,29,1,M,100,Karachi,Rain,0
548,2026-03-28,232.8,64.7,10,2,H,25,Lahore,Rain,1
549,2026-04-09,231.8,64.7,11,2,H,20,Karachi,Humid,1
550,2026-04-05,233.8,60.5,10,0,L,180,Islamabad,Clear,1
551,2026-03-26,233.8,51.4,10,0,L,180,Karachi,Clear,1
552,2026-04-10,230.2,60.5,10,2,H,147,Karachi,Clear,1
553,2026-03-15,231.8,63.5,15,0,L,180,Karachi,Rain,1
554,2026-04-12,235.2,51.4,13,1,M,167,Karachi,Rain,0
555,2026-04-04,224.2,35.7,40,2,H,180,Karachi,Clear,1
556,2026-04-13,233.8,50.8,29,2,H,180,Lahore,Clear,0
557,2026-04-03,227.0,37.5,100,1,M,86,Karachi,Rain,1
558,2026-04-03,236.2,70.2,17,2,H,112,Karachi,Rain,1
559,2026-03-21,231.8,64.7,11,2,H,20,Islamabad,Hot,1
560,2026-03-23,239.2,72.0,26,1,M,171,Karachi,Hot,0
561,2026-03-22,234.5,64.1,43,2,H,180,Islamabad,Hot,1
562,2026-04-10,224.5,26.6,35,2,H,62,Lahore,Clear,0
563,2026-03-27,227.5,44.8,25,0,L,134,Karachi,Humid,1
564,2026-03-28,225.0,27.9,19,2,H,100,Islamabad,Rain,1
565,2026-03-26,230.5,51.4,20,2,H,180,Islamabad,Hot,1
566,2026-03-22,227.8,43.0,12,0,L,20,Lahore,Humid,1
567,2026-04-04,229.5,52.6,24,1,M,41,Karachi,Rain,0
568,2026-04-05,235.2,70.2,22,1,M,101,Karachi,Humid,1
569,2026-04-01,227.5,45.4,100,0,L,179,Islamabad,Clear,1
570,2026-03-30,227.0,32.7,28,0,L,74,Karachi,Clear,0
571,2026-04-12,230.0,41.2,19,1,M,133,Islamabad,Clear,0
572,2026-03-25,232.2,60.5,14,2,H,180,Karachi,Hot,0
573,2026-03-30,231.2,52.6,16,2,H,180,Islamabad,Rain,1
574,2026-03-28,228.5,49.6,20,1,M,40,Karachi,Clear,0
575,2026-03-17,236.2,70.2,17,2,H,112,Lahore,Hot,1
576,2026-04-04,224.2,26.6,38,2,H,0,Karachi,Hot,0
577,2026-03-16,238.8,72.6,10,2,H,161,Karachi,Hot,1
578,2026-03-17,229.2,52.0,18,2,H,180,Lahore,Hot,1
579,2026-03-18,232.5,55.1,100,1,M,100,Karachi,Clear,1
580,2026-04-05,236.8,65.3,21,2,H,180,Lahore,Hot,1
581,2026-03-19,234.5,67.7,14,1,M,2,Karachi,Clear,1
582,2026-03-24,231.8,59.9,10,0,L,22,Islamabad,Clear,1
583,2026-04-03,228.8,35.1,45,2,H,29,Islamabad,Hot,0
584,2026-04-12,233.2,59.9,100,0,L,31,Karachi,Clear,1
585,2026-03-16,227.2,43.0,23,0,L,180,Karachi,Rain,0
586,2026-03-26,230.8,55.1,23,1,M,14,Karachi,Rain,0
587,2026-04-10,226.2,41.8,17,1,M,30,Islamabad,Humid,1
588,2026-03-19,235.0,50.2,17,1,M,180,Karachi,Rain,1
589,2026-03-19,234.0,55.1,71,1,M,38,Islamabad,Clear,0
590,2026-04-10,226.5,36.3,20,0,L,180,Lahore,Clear,1
591,2026-04-06,225.5,31.5,13,0,L,172,Islamabad,Rain,1
592,2026-03-15,231.2,50.8,47,1,M,180,Islamabad,Hot,1
593,2026-03-18,233.5,64.7,10,1,M,125,Lahore,Hot,1
594,2026-04-10,230.2,60.5,10,2,H,147,Islamabad,Clear,1
595,2026-04-04,230.8,53.8,40,1,M,180,Karachi,Hot,0
596,2026-04-07,230.5,50.2,19,2,H,180,Karachi,Humid,1
597,2026-03-26,225.8,38.7,22,1,M,180,Islamabad,Humid,1
598,2026-03-26,227.8,36.3,41,0,L,180,Karachi,Rain,0
599,2026-03-30,231.8,42.4,17,0,L,180,Islamabad,Rain,1
600,2026-04-07,233.5,56.3,36,0,L,55,Karachi,Hot,0
601,2026-03-31,227.0,32.7,17,0,L,43,Karachi,Clear,0
602,2026-04-04,232.0,55.7,31,2,H,78,Islamabad,Rain,0
603,2026-03-24,229.2,52.0,18,2,H,180,Karachi,Humid,1
604,2026-03-31,235.5,52.6,13,0,L,180,Islamabad,Rain,1
605,2026-03-31,231.0,42.4,39,1,M,5,Karachi,Rain,0
606,2026-04-01,227.8,43.0,23,0,L,84,Karachi,Humid,0
607,2026-03-16,235.2,51.4,32,0,L,180,Lahore,Clear,1
608,2026-04-08,234.2,49.6,12,2,H,15,Lahore,Rain,0
609,2026-03-18,225.0,27.9,19,2,H,100,Islamabad,Rain,1
610,2026-04-02,229.2,51.4,44,2,H,103,Lahore,Rain,0
611,2026-03-25,231.0,62.9,16,1,M,61,Islamabad,Hot,1
612,2026-03-31,229.8,33.9,30,0,L,180,Lahore,Rain,1
613,2026-03-26,226.5,33.9,46,0,L,59,Karachi,Humid,0
614,2026-03-16,231.2,52.0,33,1,M,16,Islamabad,Clear,0
615,2026-03-20,232.0,49.0,19,0,L,121,Islamabad,Clear,0
616,2026-03-23,226.2,41.8,17,1,M,30,Karachi,Humid,1
617,2026-03-19,235.5,62.3,31,1,M,159,Islamabad,Hot,0
618,2026-04-03,229.2,32.7,34,1,M,134,Islamabad,Humid,0
619,2026-04-12,234.2,48.4,49,1,M,180,Lahore,Clear,1
620,2026-04-04,230.5,41.8,32,0,L,117,Islamabad,Humid,0
621,2026-03-23,231.8,46.6,21,1,M,105,Karachi,Hot,0
622,2026-04-11,231.8,56.9,38,0,L,133,Lahore,Clear,0
623,2026-04-12,227.2,33.3,28,2,H,14,Lahore,Hot,0
624,2026-04-06,222.2,23.0,28,1,M,92,Karachi,Humid,0
625,2026-03-22,232.0,64.1,26,0,L,0,Karachi,Rain,0
626,2026-04-03,232.5,61.1,10,2,H,101,Lahore,Humid,1
627,2026-04-10,233.8,66.5,17,0,L,65,Islamabad,Hot,1
628,2026-03-22,236.8,69.6,10,0,L,94,Lahore,Humid,1
629,2026-04-05,229.2,46.0,41,1,M,142,Karachi,Rain,0
630,2026-04-04,234.5,67.7,14,1,M,2,Lahore,Hot,1
631,2026-04-12,233.8,60.5,10,0,L,180,Karachi,Humid,1
632,2026-04-11,224.2,26.6,100,0,L,180,Lahore,Hot,1
633,2026-04-06,232.2,52.6,43,2,H,43,Islamabad,Hot,0
634,2026-03-20,225.5,31.5,13,0,L,172,Lahore,Clear,1
635,2026-03-17,230.2,60.5,10,2,H,147,Lahore,Clear,1
636,2026-03-19,235.5,70.8,13,2,H,66,Karachi,Hot,1
637,2026-03-23,236.0,70.8,16,0,L,90,Karachi,Humid,1
638,2026-03-21,230.8,61.1,16,1,M,6,Karachi,Humid,1
639,2026-04-11,225.8,38.7,22,1,M,180,Lahore,Humid,1
640,2026-03-18,229.0,51.4,22,0,L,180,Islamabad,Rain,1
641,2026-03-21,238.0,67.1,31,0,L,107,Karachi,Hot,0
642,2026-03-19,232.0,62.9,17,1,M,144,Karachi,Hot,1
643,2026-03-25,227.2,32.7,26,2,H,126,Lahore,Rain,0
644,2026-04-12,238.0,72.0,23,1,M,180,Karachi,Hot,0
645,2026-03-29,226.2,32.1,25,0,L,7,Islamabad,Hot,0
646,2026-03-16,232.0,53.2,38,2,H,180,Islamabad,Rain,0
647,2026-03-27,236.2,70.2,17,2,H,112,Karachi,Clear,1
648,2026-04-05,236.8,53.2,26,0,L,91,Karachi,Hot,1
649,2026-03-30,231.2,52.0,10,1,M,23,Lahore,Rain,0
650,2026-03-21,233.5,66.5,29,1,M,108,Islamabad,Humid,0
651,2026-03-22,232.5,52.6,23,0,L,48,Islamabad,Clear,0
652,2026-03-20,229.2,43.0,61,2,H,77,Karachi,Humid,0
653,2026-04-07,230.2,43.0,20,0,L,180,Lahore,Hot,1
654,2026-03-21,224.0,35.1,13,0,L,180,Islamabad,Clear,1
655,2026-04-01,238.8,72.6,10,2,H,161,Islamabad,Rain,1
656,2026-04-13,233.0,63.5,16,2,H,101,Lahore,Hot,1
657,2026-04-05,225.0,35.7,39,0,L,83,Lahore,Rain,0
658,2026-04-08,236.2,70.2,17,2,H,112,Islamabad,Clear,1
659,2026-04-11,230.2,49.6,17,2,H,8,Islamabad,Humid,0
660,2026-04-05,232.5,59.3,44,0,L,68,Lahore,Hot,0
661,2026-04-03,229.0,45.4,32,0,L,180,Islamabad,Hot,0
662,2026-03-21,231.2,64.1,100,1,M,84,Karachi,Rain,1
663,2026-03-17,230.2,35.1,33,0,L,180,Karachi,Clear,0
664,2026-03-19,229.2,48.4,19,0,L,180,Lahore,Rain,0
665,2026-03-15,231.8,59.9,17,1,M,73,Lahore,Clear,1
666,2026-03-29,238.2,71.4,23,0,L,0,Lahore,Hot,0
667,2026-04-09,227.0,42.4,42,2,H,154,Karachi,Clear,0
668,2026-03-17,237.0,71.4,17,0,L,123,Islamabad,Hot,0
669,2026-03-22,226.2,39.9,50,0,L,177,Karachi,Clear,0
670,2026-04-08,232.2,61.7,16,1,M,126,Islamabad,Humid,1
671,2026-03-23,232.8,64.7,10,2,H,25,Karachi,Clear,1
672,2026-03-29,233.0,63.5,16,2,H,101,Islamabad,Humid,1
673,2026-03-24,232.2,56.3,33,2,H,114,Karachi,Clear,0
674,2026-03-16,232.2,61.7,14,1,M,134,Lahore,Clear,1
675,2026-04-03,230.2,60.5,10,2,H,147,Karachi,Rain,1
676,2026-03-19,229.2,52.0,18,2,H,180,Islamabad,Rain,1
677,2026-04-02,225.0,36.9,100,0,L,125,Karachi,Hot,1
678,2026-03-27,236.8,55.1,61,1,M,126,Karachi,Rain,0
679,2026-03-25,235.8,69.0,55,1,M,180,Karachi,Clear,0
680,2026-03-15,231.0,41.8,28,1,M,73,Lahore,Rain,0
681,2026-04-05,230.5,58.7,11,0,L,180,Karachi,Clear,1
682,2026-04-13,228.2,36.3,48,0,L,90,Lahore,Humid,0
683,2026-03-29,234.0,66.5,13,1,M,164,Lahore,Clear,1
684,2026-04-09,228.8,46.6,49,1,M,179,Karachi,Hot,1
685,2026-04-01,228.2,38.7,34,1,M,97,Karachi,Humid,0
686,2026-03-30,230.5,41.2,24,2,H,40,Karachi,Hot,1
687,2026-03-23,235.0,50.2,17,1,M,180,Islamabad,Hot,1
688,2026-03-15,223.8,25.4,31,0,L,38,Karachi,Hot,0
689,2026-03-25,230.5,50.2,19,2,H,180,Lahore,Rain,1
690,2026-03-23,226.0,38.1,21,0,L,180,Karachi,Hot,1
691,2026-04-06,230.5,51.4,20,2,H,180,Islamabad,Humid,1
692,2026-03-25,233.5,47.2,30,1,M,176,Karachi,Clear,0
693,2026-03-27,224.8,35.7,35,0,L,35,Islamabad,Hot,0
694,2026-04-09,231.8,64.1,41,2,H,74,Islamabad,Humid,0
695,2026-03-16,225.2,29.7,35,2,H,180,Karachi,Hot,1
696,2026-03-28,224.0,35.1,13,0,L,180,Lahore,Clear,1
697,2026-03-20,232.2,61.7,16,1,M,126,Islamabad,Humid,1
698,2026-03-22,225.8,36.9,34,1,M,73,Karachi,Humid,0
699,2026-04-01,238.8,72.6,10,2,H,161,Karachi,Clear,1
700,2026-03-30,227.2,31.5,22,0,L,12,Lahore,Humid,0
701,2026-04-04,232.2,64.7,15,1,M,6,Islamabad,Clear,1
702,2026-04-12,230.2,60.5,10,2,H,147,Islamabad,Humid,1
703,2026-03-26,226.5,33.9,20,2,H,43,Karachi,Humid,0
704,2026-03-25,231.2,64.1,67,2,H,87,Karachi,Clear,0
705,2026-03-20,227.5,35.7,55,1,M,111,Lahore,Clear,0
706,2026-03-17,230.5,51.4,20,2,H,180,Lahore,Humid,1
707,2026-03-28,226.2,41.8,17,1,M,30,Islamabad,Humid,1
708,2026-04-11,232.5,55.1,100,1,M,100,Islamabad,Clear,1
709,2026-03-16,233.5,63.5,34,0,L,180,Karachi,Rain,0
710,2026-03-25,234.2,68.4,49,2,H,55,Islamabad,Clear,0
711,2026-04-05,225.0,27.9,19,2,H,100,Lahore,Humid,1
712,2026-03-17,227.5,39.3,41,0,L,117,Lahore,Humid,0
713,2026-04-01,228.2,38.1,18,2,H,0,Karachi,Humid,0
714,2026-03-15,236.5,70.8,31,0,L,117,Lahore,Clear,0
715,2026-04-13,225.2,36.3,11,2,H,19,Lahore,Humid,0
716,2026-04-07,231.0,43.6,34,2,H,5,Lahore,Rain,0
717,2026-03-15,232.5,44.2,17,1,M,180,Lahore,Hot,0
718,2026-03-26,231.0,61.1,18,1,M,166,Karachi,Rain,1
719,2026-03-29,231.5,46.6,26,2,H,19,Karachi,Clear,0
720,2026-03-19,230.5,50.8,100,2,H,81,Islamabad,Humid,1
721,2026-04-10,237.0,71.4,55,2,H,175,Lahore,Clear,0
722,2026-03-20,231.0,62.9,40,2,H,179,Islamabad,Hot,0
723,2026-03-30,229.2,53.2,14,1,M,113,Karachi,Clear,1
724,2026-04-10,229.0,48.4,28,0,L,35,Karachi,Humid,0
725,2026-03-26,236.2,70.2,17,2,H,112,Karachi,Hot,1
726,2026-03-26,231.5,41.2,37,1,M,91,Karachi,Hot,0
727,2026-03-17,228.0,41.2,26,2,H,180,Karachi,Humid,0
728,2026-04-13,231.0,45.4,46,1,M,44,Karachi,Humid,0
729,2026-04-06,231.2,41.8,100,0,L,142,Karachi,Humid,1
730,2026-03-16,226.2,39.3,37,1,M,15,Lahore,Clear,0
731,2026-03-21,231.8,64.7,11,2,H,20,Islamabad,Rain,1
732,2026-03-16,225.2,35.7,43,2,H,142,Karachi,Clear,0
733,2026-04-04,225.5,31.5,13,0,L,172,Lahore,Clear,1
734,2026-03-21,238.8,72.6,10,2,H,161,Lahore,Rain,1
735,2026-03-25,232.8,58.1,46,1,M,58,Islamabad,Humid,0
736,2026-03-25,230.2,43.0,20,0,L,180,Karachi,Humid,1
737,2026-03-28,229.2,39.9,27,0,L,141,Islamabad,Rain,0
738,2026-03-17,229.5,38.7,95,0,L,98,Karachi,Rain,1
739,2026-03-28,228.2,32.7,30,1,M,144,Lahore,Clear,0
740,2026-03-25,227.8,33.3,23,2,H,2,Lahore,Hot,0
741,2026-03-18,230.8,61.1,16,1,M,6,Lahore,Rain,1
742,2026-03-31,233.2,62.3,33,0,L,30,Lahore,Clear,0
743,2026-03-30,229.2,38.7,34,0,L,141,Islamabad,Hot,0
744,2026-03-17,226.5,33.3,100,0,L,127,Karachi,Humid,1
745,2026-04-08,233.5,52.6,100,0,L,170,Karachi,Humid,1
746,2026-03-24,233.8,67.7,16,0,L,29,Islamabad,Clear,1
747,2026-04-04,238.8,72.0,22,1,M,180,Karachi,Clear,1
748,2026-03-29,231.2,63.5,55,1,M,90,Lahore,Rain,0
749,2026-03-22,230.5,42.4,17,0,L,180,Karachi,Humid,1
750,2026-04-01,230.5,51.4,20,2,H,180,Lahore,Clear,1
751,2026-03-17,230.5,51.4,20,2,H,180,Islamabad,Humid,1
752,2026-03-21,231.2,43.6,50,0,L,12,Karachi,Humid,0
753,2026-04-13,231.5,62.9,18,1,M,165,Islamabad,Rain,1
754,2026-03-24,230.5,50.8,100,2,H,81,Karachi,Hot,1
755,2026-04-03,236.8,69.6,10,0,L,94,Lahore,Rain,1
756,2026-03-23,231.8,57.5,100,1,M,21,Islamabad,Clear,1
757,2026-03-28,229.5,39.3,10,0,L,12,Karachi,Rain,1
758,2026-04-06,236.5,64.1,25,1,M,180,Lahore,Rain,1
759,2026-03-28,231.5,42.4,23,0,L,157,Islamabad,Humid,0
760,2026-03-25,233.0,63.5,16,2,H,101,Islamabad,Rain,1
761,2026-04-11,231.2,43.0,11,0,L,180,Karachi,Clear,1
762,2026-03-15,234.0,68.4,15,0,L,32,Karachi,Hot,1
763,2026-03-18,235.5,63.5,32,1,M,86,Karachi,Rain,0
764,2026-04-09,233.5,62.9,38,2,H,180,Lahore,Rain,0
765,2026-04-10,230.8,41.8,27,0,L,109,Karachi,Hot,0
766,2026-03-20,236.2,70.2,17,2,H,112,Islamabad,Clear,1
767,2026-04-05,233.5,55.1,19,0,L,180,Islamabad,Clear,0
768,2026-04-09,238.5,72.0,59,2,H,17,Karachi,Rain,0
